id,business_name,city,state,phone_number,contractor_license_number,is_home_contractor,mailer_category,website_url,confidence_score,processing_status,last_processed
10,$AVER HARDWOOD FLOORS LLC,RENTON,WA,(206) 372-5166,AVERHHF946CM,True,Flooring,,1.00,completed,2025-07-23 02:35:15
13,(H)ANDYMAN LLC,SEATTLE,WA,(206) 963-7622,HANDYL*845B8,True,Handyman,,1.00,completed,2025-07-23 03:12:15
43,1 TOM PLUMBER,KENNEWICK,WA,(509) 727-3413,1TOMPTP773O8,True,Plumbing,https://www.1tomplumber.com/tri-cities/,1.00,completed,2025-07-23 03:17:15
45,1 WAY ELECTRICAL SERVS LLC,SEATTLE,WA,(206) 694-9024,1WAYEWE761MS,,Electrical,,1.00,completed,2025-07-23 03:17:20
47,1-2-3 CONSTRUCTION LLC,OAK HARBOR,WA,(360) 720-1125,123COCL847CZ,True,Kitchen & Bath,https://www.1-2-3construction.com/,1.00,completed,2025-07-23 03:17:26
44,1 TOM PLUMBER STTL & GRTR ES,WOODINVILLE,WA,(425) 256-3408,1TOMPTP761D5,True,Plumbing,https://us.nextdoor.com/pages/1-tom-plumber-woodinville-wa/,1.00,completed,2025-07-23 03:17:26
49,1-800 PLUMBER & AIR PACIFIC NW,BEAVERTON,OR,(503) 676-3449,1800PPA785KB,True,Plumbing,https://1800plumber.com/portland-or/,1.00,completed,2025-07-23 03:17:35
48,1-2-3 PLUMBING LLC,TACOMA,WA,(253) 882-4845,123PLPL767OF,,Plumbing,,1.00,completed,2025-07-23 03:17:35
57,1-800-STRIPER OF BELLEVUE,KIRKLAND,WA,(425) 532-5401,1800SB*767M5,False,Painting,https://1800striper.com/striper-of-bellevue/,1.00,completed,2025-07-23 03:17:58
56,1-800-PLUMBER + AIR,REDMOND,WA,(425) 298-6969,1800PA*771MU,True,Plumbing,https://1800plumber.com/,1.00,completed,2025-07-23 03:18:06
77,101 ROOF CLEANING,SEQUIM,WA,(360) 531-3321,101RORC762CZ,True,Roofing,https://nextdoor.com/pages/101-roof-cleaning-port-townsend-wa/,1.00,completed,2025-07-23 03:19:07
105,12 DECKS & FENCES LLC,Snohomish,WA,(206) 487-6747,12DECDF813MN,True,Fencing,https://12decks.vercel.app/,1.00,completed,2025-07-23 03:20:36
122,123 Electric Service Inc,Bellevue,WA,(425) 455-2027,123ELES877DA,True,Electrical,https://123electricservice.com/,1.00,completed,2025-07-23 04:54:08
123,123 Electric Service Inc,Bellevue,WA,(425) 455-2027,123ELES892CP,True,Electrical,https://123electricservice.com/,1.00,completed,2025-07-23 04:54:19
131,12TH HANDYMAN,SEATTLE,WA,(707) 364-3996,12THHH*787P5,True,Handyman,https://www.12thhandyman.com/,1.00,completed,2025-07-23 04:54:45
133,12TH MAN FLOORING LLC,YELM,WA,(509) 993-4545,12THMMF845RH,True,Flooring,https://www.thurstoncountywa.gov/departments/public-health-and-social-services/environmental-health/food-safety/food-safety-look-up,1.00,completed,2025-07-23 04:55:26
145,13THIRTYSEVEN ELECTRIC LLC,EVERETT,WA,(425) 830-7342,13THIEL760KL,,Electrical,https://archive.org/stream/NewsUK1977UKEnglish/Jan%2014%201977%2C%20The%20Times%2C%20%2359907%2C%20UK%20%28en%29_djvu.txt,1.00,completed,2025-07-23 04:55:51
176,180 ELECTRIC LLC,SPOKANE VALLEY,WA,(509) 475-1350,180ELEL945NW,,Electrical,https://www.spokanevalleyed.org/DocumentCenter/View/2374,1.00,completed,2025-07-23 04:57:53
200,1LIFE CONSTRUCTION INC,SEATTLE,WA,(206) 676-2192,1LIFECI861M5,True,Plumbing,https://thepipedr.com/12345-lake-city-way-ne-ste-311-seattle-wa-98125/,1.00,completed,2025-07-23 05:17:43
216,1ST CALL PLUMBING & HTG LLC,TACOMA,WA,(253) 244-4325,1STCACP751LB,,Plumbing,https://1st.net,1.00,completed,2025-07-23 05:27:10
218,1ST CHANCE ELECTRIC INC,SPOKANE,WA,(509) 475-9175,1STCHCE790ON,,Electrical,https://1st.net,1.00,completed,2025-07-23 05:27:17
225,1ST CHOICE CONSTRUCTION INC,Algona,WA,(253) 569-4588,1STCHCC921OE,True,Roofing,https://1stchoicehomeconstruction.com/,1.00,completed,2025-07-23 05:27:48
237,1ST CHOICE LANDSCAPING,ARLINGTON,WA,(360) 999-8926,1STCHCL857MG,True,Landscaping,https://1stchoicelandscapinginc.com/,1.00,completed,2025-07-23 05:28:35
238,1ST CHOICE LANDSCAPING INC,Marysville,WA,(360) 926-3004,1STCHCL822JK,True,Landscaping,https://1stchoicelandscapinginc.com/,1.00,completed,2025-07-23 05:28:37
242,1st Choice Plumbing & Rep. LLC,SELAH,WA,(509) 895-4035,1STCHCP796DP,,Plumbing,https://1st.net,1.00,completed,2025-07-23 05:28:49
241,1ST CHOICE PAINTING LLP,PUYALLUP,WA,(253) 548-6183,1STCHCP807LP,,Painting,https://1st.net,1.00,completed,2025-07-23 05:28:52
244,1ST CHOICE PLUMBING INC,EVERETT,WA,(425) 876-8015,1STCHCP788O2,True,Plumbing,https://1st-choice-plumbing.com,1.00,completed,2025-07-23 05:29:00
245,1ST CHOICE PLUMBING INC,EVERETT,WA,(425) 750-7013,1STCHPI011BN,True,Plumbing,https://1st-choice-plumbing.com,1.00,completed,2025-07-23 05:29:09
250,1ST CHOICE ROOFING & SDNG LLC,PASCO,WA,(509) 845-6908,1STCHCR783PO,,Roofing,https://1st.net,1.00,completed,2025-07-23 05:29:26
265,1ST GENERATION ELECTRIC LLC,RENTON,WA,(206) 910-1212,1STGEGE782KE,,Electrical,https://1st.net,1.00,completed,2025-07-23 05:30:40
259,1ST CLASS PAVING,ARLINGTON,WA,(360) 202-5200,1STCLCP812LO,True,Concrete,https://www.a1asphaltpc.com/,1.00,completed,2025-07-23 17:57:30
271,1ST PLACE STRIPING,EVERETT,WA,(425) 357-8249,1STPLPS948M8,False,Concrete,http://www.1stplacestriping.com/services.cfm,1.00,completed,2025-07-23 18:15:41
281,1ST RESPONSE PLUMBING,SPOKANE,WA,(509) 847-8372,1STRERP781D8,True,Plumbing,https://1stresponseplumbing.com,1.00,completed,2025-07-23 18:16:03
298,2 BROTHERS CONCRETE LLC,AUBURN,WA,(206) 941-8858,2BROTBC780DW,True,Concrete,https://www.2brothersconcrete.org/,1.00,completed,2025-07-23 18:17:37
327,2 GUYS PLUMBING LLC,CASTLE ROCK,WA,(360) 274-3453,2GUYSGP786KB,True,Plumbing,https://www.2guysplumbing.com/drain-cleaning,1.00,completed,2025-07-23 18:18:41
328,2 GUYS PLUMBING LLC,CASTLE ROCK,WA,(360) 747-9205,2GUYSGP820JD,True,Plumbing,https://www.2guysplumbing.com/drain-cleaning,1.00,completed,2025-07-23 18:18:54
336,2 PALMS DECORATIVE CNCRT LLC,RIDGEFIELD,WA,(360) 693-7866,2PALMPD840L3,True,Concrete,https://www.2palmsdc.com/,1.00,completed,2025-07-23 18:19:51
343,2 SONS PLUMBING,PACIFIC,WA,(206) 736-6300,2SONSSP757D5,True,Plumbing,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,1.00,completed,2025-07-23 18:20:34
344,2 SONS PLUMBING,PACIFIC,WA,(206) 736-6300,2SONSSP759CF,True,Plumbing,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,1.00,completed,2025-07-23 18:20:42
345,2 SONS PLUMBING,PACIFIC,WA,(206) 736-6300,2SONSSP759TF,True,Plumbing,https://www.phccwa.org/find-a-contractor/2-sons-plumbing,1.00,completed,2025-07-23 18:20:48
347,2 SONS PLUMBING LLC,HOBART,WA,(206) 736-6300,2SONSSP833OF,True,Plumbing,,1.00,completed,2025-07-23 18:20:56
356,2-SHEA'S PAINTING LLC,TRACYTON,WA,(360) 649-3783,2SHEAPL937L2,True,Painting,https://www.2sheaspainting.com/,1.00,completed,2025-07-23 18:21:42
375,206 CREW LLC,SEATTLE,WA,(206) 458-3780,206CRCL775C4,True,Demolition,https://www.sledgeseattle.com/,1.00,completed,2025-07-23 18:23:50
376,206 ELECTRIC LLC,BOTHELL,WA,(206) 877-2759,206ELEL762NM,,Electrical,https://ibew46.com/resource-library/signatories/,1.00,completed,2025-07-23 18:23:58
387,20th Century Contracting,VANCOUVER,WA,(360) 606-8451,20THCCC860B4,True,Roofing,https://www.20thcenturyroofing.com/,1.00,completed,2025-07-23 18:25:15
400,21st Century Electric LLC,EAST WENATCHEE,WA,(509) 670-1724,21STCCE901QA,True,Electrical,https://www.chelanpud.org/environment/solar-power,1.00,completed,2025-07-23 18:28:17
402,222 ELECTRIC CO,BONNEY LAKE,WA,(253) 222-4605,222ELEC859RN,True,Electrical,https://www.seattlelighting.com/,1.00,completed,2025-07-23 18:28:24
29,1 EZ SEPTIC SYSTEM INSTLR LLC,MILTON FREEWATER,OR,(509) 520-1586,1EZSEES807OB,True,Septic Services,https://www.1ezseptic.com/,0.95,completed,2025-07-23 03:16:28
6,#1 SIDING LLC,LONGVIEW,WA,(360) 721-4342,1SIDISL833Q2,,Siding,,0.90,completed,2025-07-23 02:35:15
9,$100 OVER COST PAINTING CO LLC,SPOKANE,WA,(509) 598-9842,100OVOC791LN,,Painting,,0.90,completed,2025-07-23 02:35:15
1,# JUAN HANDYMAN,SPOKANE,WA,(509) 847-9082,JUANHH*839MG,,Handyman,,0.90,completed,2025-07-23 03:10:51
3,#1 AQUA MATTERS,MARYSVILLE,WA,(206) 931-2595,1AQUAAM831PC,,Plumbing,,0.90,completed,2025-07-23 03:10:55
2,# JUAN HANDYMAN LLC,Medical Lake,WA,(509) 847-9082,JUANHJH803PM,True,Handyman,,0.90,completed,2025-07-23 03:11:07
5,#1 PRO POWER WASHING SERVICES,SEATTLE,WA,(435) 260-9855,1PROPPP783NT,True,Handyman,,0.90,completed,2025-07-23 03:12:18
17,+SUN TREE SERVICE LLC,Parkland,WA,(253) 468-0554,SUNTRTS782Q1,True,Landscaping,,0.90,completed,2025-07-23 03:16:09
19,@ YOUR SERVICE HOME APPL RPR,KIRKLAND,WA,(425) 814-9462,YOURSYS966DH,True,Electrical,,0.90,completed,2025-07-23 03:16:11
26,1 CROWN FLOORING LLC,Gig Harbor,WA,(253) 301-7276,1CROWCF847OG,True,Flooring,,0.90,completed,2025-07-23 03:16:21
31,1 HANDY MAN SRVC/DSGN LLC,ARLINGTON,WA,(425) 314-4393,1HANDHM807DF,True,Handyman,,0.90,completed,2025-07-23 03:16:44
36,1 RV PAINTING & RMDLNG LLC,BURIEN,WA,(206) 602-0148,1RVPARP772OE,True,Painting,,0.90,completed,2025-07-23 03:16:48
41,1 STRUCTURE LLC,VANCOUVER,WA,(360) 694-2552,1STRUSL792OM,False,Commercial Contractors,https://1structure.com/,0.90,completed,2025-07-23 03:16:58
39,1 SON MASONRY LLC,ONALASKA,WA,(360) 880-4370,1SONMSM811O6,,Concrete,,0.90,completed,2025-07-23 03:17:09
42,1 STUMP AT A TIME,Stanwood,WA,(206) 354-9491,1STUMS*784B5,True,Landscaping,,0.90,completed,2025-07-23 03:17:12
51,1-800-BOARDUP,Bremerton,WA,(206) 522-9570,1800B**917L9,True,Handyman,https://1-800boardup.com/store/seattle/,0.90,completed,2025-07-23 03:17:39
52,1-800-BOARDUP,CHEHALIS,WA,(360) 345-1095,1800B**929O9,True,Handyman,https://1-800boardup.com/locations/,0.90,completed,2025-07-23 03:17:53
53,1-800-BOARDUP OF CLARK COUNTY,BIRMINGHAM,MI,(248) 594-1144,1800BCC774M5,True,Handyman,https://1-800boardup.com/locations/,0.90,completed,2025-07-23 03:17:53
58,1-800-WATERDAMAGE,Vancouver,WA,(360) 737-9812,1800W**955OO,True,Water Damage Restoration,https://www.1800waterdamage.com/vancouver-portland/,0.90,completed,2025-07-23 03:18:13
61,1-UP CONTRACTING,TUMWATER,WA,(360) 349-6099,1UPCOC*800QB,True,Insulation,,0.90,completed,2025-07-23 03:18:19
66,10 STAR PAINTING LLC,AUBURN,WA,(206) 914-6434,10STASP821DN,,Painting,,0.90,completed,2025-07-23 03:18:34
68,100 Oaks Nrsy Lndscp/Grdn Srvs,OLYMPIA,WA,(360) 789-0873,100OAON875M5,True,Landscaping,,0.90,completed,2025-07-23 03:18:45
69,100 PROOF DRYWALL LLC,SOUTHWORTH,WA,(360) 317-3229,100PRPD823OR,True,Drywall,https://www.100proofdrywall.com/,0.90,completed,2025-07-23 03:18:45
70,100% PAINTING LLC,TENINO,WA,(360) 878-4206,100PAPL797L3,True,Painting,,0.90,completed,2025-07-23 03:18:51
73,101 GENERAL CONTRACTING LLC,Port Angeles,WA,(360) 477-6460,101GEGC810PH,True,Concrete,https://101generalcontracting.com/,0.90,completed,2025-07-23 03:18:54
80,1040WINDOWREMODELING L L C,VANCOUVER,WA,(971) 777-5107,1040WLL806MG,True,Windows & Doors,,0.90,completed,2025-07-23 03:19:25
78,101 ROOFING LANDSCAPING,POULSBO,WA,(360) 204-3502,101RORL804CD,True,Roofing,,0.90,completed,2025-07-23 03:19:25
76,101 Pest Control LLC,CARLSBORG,WA,(360) 670-3085,101PEPC881MZ,True,Pest Control,,0.90,completed,2025-07-23 03:19:25
84,10TH CASTLE LLC,VANCOUVER,WA,(503) 860-0598,10THCCL851D7,True,Kitchen & Bath,https://www.10thcastle.com/,0.90,completed,2025-07-23 03:19:40
86,10X20 PERFORMANCE FBRCTN LLC,PASCO,WA,(509) 619-2024,10X20PF785PO,,Metal Fabrication,,0.90,completed,2025-07-23 03:19:47
96,112TH LLC,NORTH LAKEWOOD,WA,(360) 652-7745,112THL*839R1,True,Kitchen & Bath,https://www.masterbrandcabinets.com/dealers/wa/lakewood/16694/,0.90,completed,2025-07-23 03:20:16
106,12 FRAMERS LLC,FEDERAL WAY,WA,(253) 285-8730,12FRAFL796PN,True,Framing,https://www.thebluebook.com/iProView/1576322/puget-sound-framing-llc/subcontractors/,0.90,completed,2025-07-23 03:20:40
107,12 GENERAL CONSTRUCTION LLC,Spanaway,WA,(253) 391-1178,12GENGC815JA,True,Roofing,https://www.12generalconstructionllc.com/,0.90,completed,2025-07-23 03:20:48
108,12 GENERAL HANDYMAN,LAKEWOOD,WA,(253) 391-9545,12GENGH844L4,,Handyman,,0.90,completed,2025-07-23 03:20:50
113,12 TILE,Everett,WA,(206) 422-1359,12TILT*852LA,True,Flooring,,0.90,completed,2025-07-23 03:20:58
65,10 STAR CONSTRUCTION LLC,LYNNWOOD,WA,(425) 772-8264,10STASC845MA,True,Handyman,https://10starconstruction.com/,0.90,completed,2025-07-23 04:53:53
128,12DECKS LLC,MOUNTLAKE TERRACE,WA,(206) 487-6747,12DECL*781KK,True,Decking,https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD,0.90,completed,2025-07-23 04:54:33
125,123 IRRIGATION LLC,BOTHELL,WA,(425) 548-0154,123IRIL772JG,True,Landscaping,https://www.redfin.com/WA/Leavenworth/123-Jaybird-Ln-98826/home/75144668,0.90,completed,2025-07-23 04:54:39
130,12th Can Painting,AUBURN,WA,(253) 802-1969,12THCCP862LB,True,Painting,https://www.auburnwa.gov/city_hall/parks_arts_recreation/arts_and_entertainment/postmark_center_for_the_arts/postmark_center_events,0.90,completed,2025-07-23 04:54:42
136,12TH MAN TILING,RAINIER,WA,(360) 481-0247,12THMMT833JF,,Flooring,https://www.monaco-seattle.com/,0.90,completed,2025-07-23 04:54:53
135,12TH MAN ROOFING LLC,BOTHELL,WA,(425) 219-8488,12THMMR846QC,True,Roofing,https://www.lni.wa.gov/licensing-permits/other-licenses-permits/asbestos-certification,0.90,completed,2025-07-23 04:55:03
140,132ND CONSTRUCTS LLC,Bothell,WA,(206) 380-1099,132NDCL804BG,True,Kitchen & Bath,https://132ndconstructs.com/about-us/,0.90,completed,2025-07-23 04:55:11
149,1407-WLD STARLIGHT 13 LLC,KIRKLAND,WA,(425) 576-9390,1407WS1860N2,True,Flooring,https://www.southwindfloors.com/,0.90,completed,2025-07-23 04:56:03
163,168 KITCHEN & BATH CORP,SEATTLE,WA,(206) 495-3376,168KIKB779N4,True,Kitchen & Bath,https://www.redfin.com/WA/Seattle/168-18th-Ave-98122/unit-A/home/8190308,0.90,completed,2025-07-23 04:57:00
165,16D LLC,VASHON,WA,(206) 354-0876,16DLLL*882JT,,Electrical,https://www.graysharbor.us/howdoi/small_works_projects_awarded.php,0.90,completed,2025-07-23 04:57:06
172,1794 EXCAVATING LLC,ENUMCLAW,WA,(253) 255-1794,1794EEL782DT,,Excavation,https://apps.ecology.wa.gov/paris/PermitsBySIC-NAICS.aspx?ctl00_ContentPlaceHolder1_RadGridPermitSearchResultsChangePage=194_50,0.90,completed,2025-07-23 04:57:27
178,1800 ROOF PRO LLC,ARLINGTON,WA,(360) 386-8846,1800RRP830O1,,Roofing,https://www.servpro.com/,0.90,completed,2025-07-23 04:57:47
184,1855SLABJACK,EAST WENATCHEE,WA,(509) 888-4600,1855S**854DQ,True,Concrete,https://slabjackgeotechnical.com/geotech/,0.90,completed,2025-07-23 04:58:14
187,1871 Woodworks,SPOKANE,WA,(509) 991-0552,1871WW*842JQ,True,Handyman,https://apps.sd.gov/hc65bidletting/SupplierDefault.aspx,0.90,completed,2025-07-23 04:58:20
201,1LOVE PAINTING LLC,VANCOUVER,WA,(360) 787-3725,1LOVEPL784KE,True,Painting,https://nextdoor.com/pages/columbia-home-repair-vancouver-wa/,0.90,completed,2025-07-23 05:17:41
202,1MANHANDYMAN LLC,YAKIMA,WA,(360) 244-3257,1MANHL*783LA,True,Handyman,https://data.wa.gov/api/views/m8qx-ubtq/rows.csv?accessType=DOWNLOAD&api_foundry=true,0.90,completed,2025-07-23 05:19:15
207,1ST AIR MECHANICAL INC,MEAD,WA,(509) 218-2124,1STAIAM851OP,,Electrical,https://1st.net,0.90,completed,2025-07-23 05:26:39
205,1ONE CONSTRUCTION LLC,SEATTLE,WA,(425) 478-8893,1ONECCL771KT,True,Remodeling,https://1oneconstruction.com,0.90,completed,2025-07-23 05:26:42
212,1ST AMERICAN PLUMBING INC,YAKIMA,WA,(509) 952-1734,1STAMAP771L3,True,Plumbing,https://1stamericanplumbing.com,0.90,completed,2025-07-23 05:26:56
213,1ST AVE KITCHEN & BATH INC,SEATTLE,WA,(206) 402-3582,1STAVAK917J9,True,Kitchen & Bath,https://1st.net,0.90,completed,2025-07-23 05:27:03
217,1ST CAST PAINTING & RENVTN LLC,KELSO,WA,(360) 931-3192,1STCACP831LE,,Painting,https://1st.net,0.90,completed,2025-07-23 05:27:19
227,1ST CHOICE CUSTOM HOMES LLC,FALL CITY,WA,(425) 941-3533,1STCHCC801RZ,True,Custom Homebuilder,https://1stchoicecustomhomes.com,0.90,completed,2025-07-23 05:27:53
243,1st Choice Plumbing & Repair,SELAH,WA,(509) 895-9565,1STCHCP812P5,True,Plumbing,https://1stchoiceplumbingrepair.com,0.90,completed,2025-07-23 05:28:57
246,1ST CHOICE PLUMBING/REPAIR LLC,SELAH,WA,(509) 966-0385,1STCHCP793NE,,Plumbing,https://1stchoiceplumbingrepair.com,0.90,completed,2025-07-23 05:29:05
