business_name,contractor_license_number,contractor_license_type_code_desc,address1,address2,city,state,zip,phone_number,primary_principal_name,website_url,mailer_category,business_description,services_offered,confidence_score,website_confidence,classification_confidence,residential_focus,processing_status,review_status,last_processed,reviewed_at,created_at
A1 ASPHALT PAVING INC,A1ASPAP957DC,CONSTRUCTION CONTRACTOR,25210 45th Pl S,,KENT,WA,98032,(253) 630-6676,"GHAG, AMRIK SINGH",https://www.a1asphaltpc.com/,Concrete,"A1 Asphalt Paving Inc provides high-quality asphalt paving services to residents and businesses in Kent, Washington.","Asphalt paving, Driveway paving, Parking lot maintenance, Asphalt repair, Excavation services",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:04:18.380588,,2025-07-22 23:37:37.591709
A1 SEPTIC ON LOPEZ LLC,A1SEPSL810RJ,CONSTRUCTION CONTRACTOR,6382 FISHERMAN BAY RD,,LOPEZ ISLAND,WA,98261,(360) 622-6354,"KRAMER, JASON DALE",http://www.a1septiconlopez.com/contact-a1.html,Plumbing,A1 Septic on Lopez provides septic system services for residential and commercial properties on Lopez Island and surrounding areas.,"Septic system installation, Septic system pumping, Septic inspections, Outer island work",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:04:55.550115,,2025-07-22 23:37:37.591709
A1DESIGNBUILD,A1DES**755LZ,CONSTRUCTION CONTRACTOR,3310 Northwest Ave,,BELLINGHAM,WA,98225,(360) 734-5249,"MARTIN, PATRICK JOHN",https://sustainableconnections.org/a1-designbuild/,Home Builder,"A1DesignBuild is a designer and builder of homes in Bellingham and Whatcom County, specializing in home remodels and custom homes with a focus on sustainable practices.","Home Remodeling, Custom Home Building, Sustainable Design, Residential Construction",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:05:04.567121,,2025-07-22 23:37:37.591709
AAA METAL RAILINGS LLC,AAAMEMR790JK,CONSTRUCTION CONTRACTOR,7015 NE 181st,,Kenmore,WA,98028,(425) 247-9826,"AMAYA, MELANIE STEPHANIE",https://www.procore.com/network/p/aaa-metal-railings-llc-kenmore,Metal Fabrication,"AAA Metal Railings LLC specializes in custom metal railings for various applications including interior, exterior, stairs, and decks.","Custom Metal Railings, Interior Railings, Exterior Railings, Stair Railings, Deck Railings",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:07:03.391474,,2025-07-22 23:37:37.591709
AAA QUALITY PAINTING LLC,AAAQUQP794L1,CONSTRUCTION CONTRACTOR,14262 Deerfield DR SE,,Monroe,WA,98272,(425) 273-6990,"ARZETA ADAME, JUAN CARLOS",https://aaaqualitypainting.com,Painting,AAA Quality Painting LLC provides top-quality painting services for both residential and commercial properties in the Greater Seattle Area.,"Interior Painting, Exterior Painting, Millwork Painting, Residential Painting, Commercial Painting",1.00,,1.00,,completed,approved_download,2025-07-24 05:07:29.895428,,2025-07-22 23:37:37.591709
AAA SUPERCLEAN INC,AAASUSI915BN,CONSTRUCTION CONTRACTOR,4115 78TH PLACE NE,,MARYSVILLE,WA,98270,(360) 657-2692,"ALEXANDER, ALAN ROSS",https://www.tulaliptero.com/TEROReports/NAOBRegistryTulalipAll,Cleaning,"AAA Superclean Inc is a cleaning service provider in Marysville, WA, offering high-quality solutions for residential and commercial cleaning, including hood cleaning, janitorial services, and remodeling.","Residential cleaning, Commercial cleaning, Hood cleaning, Janitorial services, Carpet cleaning, Landscaping, Remodeling, Construction site clean up",0.81,0.75,0.90,,completed,approved_download,2025-07-24 05:07:54.315937,,2025-07-22 23:37:37.591709
AAAAA HOME REPAIR LLC,AAAAAHR763J3,CONSTRUCTION CONTRACTOR,14975 21ST AVE SW,,BURIEN,WA,98166,(206) 579-6642,"GONZALEZ VARGAS, GUILLERMO A",https://aaaaahomerepair.com,Handyman,"AAAAA Home Repair offers expert home repair and remodeling services, specializing in kitchen and bathroom remodels, flooring, deck, and siding installation.","Kitchen Remodeling, Bathroom Remodeling, Flooring Installation, Deck Installation, Siding Installation",0.90,,0.90,,completed,approved_download,2025-07-24 05:07:58.556722,,2025-07-22 23:37:37.591709
3-D ROOF SYSTEMS LLC,3DROOSL982CJ,CONSTRUCTION CONTRACTOR,PO BOX 330,,LYNNWOOD,WA,980460330,(425) 775-0232,"KATHOL, DUSTIN ROBERT",http://3-droofsystems.com/,Roofing,"3-D Roof Systems LLC provides full service roofing, drainage systems, and architectural design, serving both residential and commercial clients in the Northwest since 1953.","Roof coating application, Roof drainage system design, Annual inspection and cleaning, Consulting and presentations for owner groups, Design of architectural flashing",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:44:54.890370,,2025-07-22 23:37:37.197793
316 INSULATION LLC,316INIL832PK,CONSTRUCTION CONTRACTOR,Mailing Address,847 Blake St.,ENUMCLAW,WA,98022,(253) 332-7606,"SPIES, KENT DOUGLAS",https://316insulationservices.com/,Insulation,"Family owned and operated insulation company offering solutions for attics, crawls, and spray foam insulation in Auburn, Enumclaw, and surrounding areas.","Attic Insulation, Crawl Space Insulation, Spray Foam Insulation, Insulation Assessments, Insulation Clean Outs, Insulation Repairs",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:45:05.186101,,2025-07-22 23:37:37.197793
360 BUILDER INC,360BUBI779KE,CONSTRUCTION CONTRACTOR,521 WILCOX LN,,SEQUIM,WA,98382,(360) 670-1630,"LEWIS, JOSEPH ALLEN",https://business.sequimchamber.com/list/ql/home-construction-building-48,Handyman,"360 Builder Inc is a contractor business located in Sequim, WA, known for its professionalism and thoroughness in home repair and construction services.","General Repairs, Home Renovations, Construction Services",0.62,0.50,0.80,,completed,pending_review,2025-07-24 04:45:08.214798,,2025-07-22 23:37:37.197793
360 HOUSE REMODELING LLC,360HOHR762BR,CONSTRUCTION CONTRACTOR,16232 Bothell Everett Hwy,#1188,BOTHELL,WA,98012,(206) 939-8750,"Maxhuni, Arber",https://www.360houseremodeling.com/,Kitchen & Bath,"360 House Remodeling is a bathroom, kitchen, and full home remodeling contractor serving King & Snohomish County (Greater Seattle Area).","Bathroom Remodeling, Kitchen Remodeling, Full Home Remodeling",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:45:49.003996,,2025-07-22 23:37:37.197793
3RD GENERATION FLOORING INC,3RDGEGF854BF,CONSTRUCTION CONTRACTOR,5130 125th PL SW,,MUKILTEO,WA,98275,(206) 396-3869,"WARNER, BENJAMIN HARRISON",https://www.procore.com/network/p/3rd-generation-flooring-inc-mukilteo,Flooring,"3rd Generation Flooring Inc. is a construction company based in Mukilteo, WA and specializes in Electrical Power Generation.",,0.77,0.75,0.80,,completed,pending_review,2025-07-24 04:46:45.484588,,2025-07-22 23:37:37.197793
4 BROTHERS HOME,4BROTBH785DM,CONSTRUCTION CONTRACTOR,1708 SWEET ST,,TACOMA,WA,98404,(253) 906-0134,"NGUYEN, THANH XUAN",https://www.levelset.com/contractors/4-brothers-home-wa/about/,General Contractor,"4 Brothers Home is a licensed construction contractor based in Tacoma, WA, specializing in home renovation and construction services.",,0.79,0.75,0.85,,completed,pending_review,2025-07-24 04:47:05.453774,,2025-07-22 23:37:37.197793
4 SEASONS ELEC PLBG HTG  & AIR,4SEASSE767O3,CONSTRUCTION CONTRACTOR,2320 135TH ST SE,,MILL CREEK,WA,98012,(425) 595-0520,"FOX, CRYSTAL CHARLENE",https://4seasonssvcs.com/,HVAC,"4 Seasons Electric Plumbing Heating & Air provides exceptional electric, plumbing, heating, and air conditioning services to homeowners in Mill Creek, WA, and surrounding areas.","HVAC Service, HVAC Installations, HVAC Repairs, Plumbing Services, Electrical Services",0.60,0.40,0.90,,completed,pending_review,2025-07-24 04:47:35.237530,,2025-07-22 23:37:37.197793
4 SEASONS ELEC PLBG HTG & AIR,4SEASSE764Q2,ELECTRICAL CONTRACTOR,2320 135TH ST SE,,MILL CREEK,WA,98012,(425) 595-0520,"FOX, CRYSTAL C",https://4seasonssvcs.com/,Electrical,"4 Seasons Electric Plumbing Heating & Air provides exceptional electric, plumbing, heating, and air conditioning services to homeowners in Mill Creek, WA.","HVAC Service, HVAC Installations, HVAC Repairs, Plumbing Services, Electrical Services, Panel Upgrades and Maintenance",0.60,0.40,0.90,,completed,pending_review,2025-07-24 04:47:37.610076,,2025-07-22 23:37:37.197793
4 SEASONS JUNK REMOVAL LLC,4SEASSJ769OR,CONSTRUCTION CONTRACTOR,11107 NE 125 TH LN,F 321,KIRKLAND,WA,98034,(206) 939-9995,"CHERNIKOV, DMITRY",https://4seasonsjunk.com/,Junk Removal,4 Seasons Junk Removal LLC offers fast and affordable junk removal and demolition services in the Seattle Metro area.,"Residential Junk Removal, Commercial Junk Removal, Demolition Services, Cleanouts, Yard Waste Removal",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:47:46.458025,,2025-07-22 23:37:37.197793
4 SEASONS LANDSCAPING LLC,4SEASSL831OL,CONSTRUCTION CONTRACTOR,7615 NE 122nd Ave,,VANCOUVER,WA,98682,(360) 721-0666,"LOPEZ LOPEZ, SARA MILCA",https://4seasonslandscapingwa.com/,Landscaping,"4 Seasons Landscaping LLC offers comprehensive landscaping services including design, hardscaping, and maintenance in Vancouver, WA, and Portland, OR.","Landscape Design, Hardscaping, Landscape Maintenance",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:47:49.164723,,2025-07-22 23:37:37.197793
4-J CONSTRUCTION,4JCON**046N2,CONSTRUCTION CONTRACTOR,3020 GRAVELLY BEACH LOOP NW,,OLYMPIA,WA,98502,(360) 951-9387,"O'HARA, JUSTIN",https://fourjconstruction.net/,Decks,"4-J Construction is a licensed construction company specializing in residential and commercial deck installation and remodeling services in Olympia, WA, with a focus on customer satisfaction.","Deck Installation, Deck Remodeling, General Construction, Additions",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:48:25.887238,,2025-07-22 23:37:37.197793
410 QUARRY LLC,410QUQL761PC,CONSTRUCTION CONTRACTOR,PO BOX 1043,,ENUMCLAW,WA,98022,(253) 329-2694,"EUTENEIER, JILL ARLEEN",https://410landscapesupply.com/,Landscaping,"410 Quarry LLC specializes in delivering landscaping supplies such as bark, crushed rock, and topsoil to enhance the value and aesthetics of residential properties.","Delivery of landscaping supplies, Bark, Crushed rock, Topsoil",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:48:30.320609,,2025-07-22 23:37:37.197793
4D HOME BUILDERS LLC,4DHOMHB752CL,CONSTRUCTION CONTRACTOR,715 78TH AVE SW,STE5,OLYMPIA,WA,98501,(253) 448-9468,"ROBINSON, MICHAEL W",https://www.spokanevalleyed.org/DocumentCenter/View/2947,Kitchen & Bath,4D Home Builders LLC specializes in bathroom remodeling and custom home construction.,"Bathroom Remodeling, Custom Home Construction",0.62,0.50,0.80,,completed,pending_review,2025-07-24 04:49:02.690207,,2025-07-22 23:37:37.330647
4K ROOFING LLC,4KROORL768J5,CONSTRUCTION CONTRACTOR,2424 S 260TH ST,TRLR 44,KENT,WA,98032,(206) 883-1950,"DOMINGUEZ, JOSEPH JAIME",https://www.4kroofingllc.com/,Roofing,4K Roofing LLC is a family owned and operated company that takes pride in the high quality work that is produced in service of all its customers.,"Roof Repairs, Roof Installation, Residential Roofing, Commercial Roofing",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:49:14.207398,,2025-07-22 23:37:37.330647
4TH DIMENSION CONSTRUCTION LLC,4THDIDC825OD,CONSTRUCTION CONTRACTOR,715 78th Ave SW,Ste 5,Olympia,WA,98501,(360) 819-8075,"Robinson, Michael Wayne",https://www.4thdimensionconstruction.com/,Kitchen & Bath,"4th Dimension Construction is a family-owned company dedicated to exceptional craftsmanship, reliable service, and lasting relationships, specializing in home remodeling.","Kitchen Remodeling, Bathroom Remodeling, Home Renovations",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:49:19.282710,,2025-07-22 23:37:37.330647
5 MEN & A MOWER INC,5MENMM*861KM,CONSTRUCTION CONTRACTOR,9027 EVANSTON AVE N,,SEATTLE,WA,98103,(206) 850-0893,"SCOTT, W JAY",https://www.5menandamower.com/,Landscaping,"5 Men & A Mower is a full-service yard maintenance company specializing in year-round upkeep of residential properties, focusing on customer satisfaction and community investment.","Thatching and Aerating, Pressure Washing, Lawn Maintenance, Pruning and Hedging, Ground Cover Installation, Lawn Installation, Yard Clean Ups",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:49:39.733484,,2025-07-22 23:37:37.330647
5 STAR GARAGE INTERIORS,5STARSG909DT,CONSTRUCTION CONTRACTOR,404 PRIEST POINT DR NW,,TULALIP,WA,98271,(425) 387-2263,"ROMERO, CLARENCE ALLEN",https://5starfloorcoatings.com/,Flooring,"5 Star Garage Interiors specializes in garage organization and flooring, providing high-quality garage floor coatings and polymer flooring services in Western Washington.","Garage floor coatings, Polymer flooring installation, Epoxy flooring, Crack repair, Decorative coatings",0.60,0.40,0.90,,completed,pending_review,2025-07-24 04:49:54.638654,,2025-07-22 23:37:37.330647
5 STAR GUTTERS AND AWNINGS,5STARSG866CK,CONSTRUCTION CONTRACTOR,PO BOX 765,,KELSO,WA,98626,(360) 577-0829,"JOHNSON, EMMETT RAY",https://www.5-starguttersandawnings.com/,Gutters,5-Star Gutters and Awnings specializes in the manufacturing and installation of seamless rain gutter systems for both residential and commercial properties.,"Seamless rain gutter installation, Gutter maintenance and repair, Awning installation",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:49:51.741273,,2025-07-22 23:37:37.330647
5 STAR WINDOW CLEANING LLC,5STARSW819NT,CONSTRUCTION CONTRACTOR,31600 126TH AVE SE  SPC 117,,AUBURN,WA,98092,(206) 747-1382,"CARMONA HERNANDEZ, PAULINO",https://www.5star-windows.com/,Windows & Doors,"5 Star Window Cleaning LLC offers professional window cleaning services for both residential and commercial properties in Auburn, WA.","Residential window cleaning, Commercial window cleaning, High-rise window washing, Gutter cleaning, Roof cleaning, Pressure washing",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:50:02.222132,,2025-07-22 23:37:37.330647
5 STARS DRYWALL LLC,5STARSD824DH,CONSTRUCTION CONTRACTOR,3001 S 288TH ST TRLR 78,,FEDERAL WAY,WA,98003,(206) 214-6912,"OSORIO RAMIREZ, KIMBERLY K",https://5starsdrywallllc.com/,Drywall,"5 Stars Drywall LLC is a professional drywall company dedicated to customer satisfaction, offering a range of drywall services including installation, repair, and painting.","Full Drywall Services, Drywall Installation & Repair, Metal Framing, Interior Painting, Exterior Painting, Framing Texturing, Drywall Taping",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:50:14.271017,,2025-07-22 23:37:37.330647
5 YARD LINE LLC,5YARDYL814RD,CONSTRUCTION CONTRACTOR,8935 Homestead Ave NE,,Lacey,WA,98516,(360) 789-2629,"Biscay, Ryder James",https://business.omb.org/list/ql/excavation-land-clearing-49,Landscaping,"5 Yard Line LLC delivers small loads of sand, gravel, bark, and soil for do-it-yourself projects in Thurston County, WA.","Dump Truck Delivery, Sand Delivery, Gravel Delivery, Bark Delivery, Soil Delivery",0.79,0.75,0.85,,completed,pending_review,2025-07-24 04:50:11.708851,,2025-07-22 23:37:37.330647
519 DESIGN BUILD LLC,519DEDB837KK,CONSTRUCTION CONTRACTOR,136 LAUREL STREET,,WALLA WALLA,WA,99362,(253) 261-5142,"Lachappelle, Nikki Lynn B",https://web.hbatc.com/Remodeling-Contractor/519-Design-Build-LLC-3905,Kitchen & Bath,"519 Design Build LLC specializes in quality new construction and remodeling, particularly focusing on kitchens and baths.","New construction, Kitchen remodeling, Bathroom remodeling",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:50:21.811636,,2025-07-22 23:37:37.330647
5K ELECTRIC LLC,5KELEEL770MO,ELECTRICAL CONTRACTOR,805 176TH ST S,,SPANAWAY,WA,98387,(253) 507-6306,"KLEMETSON, ROBERT MICHAEL LEE",https://www.5kelectricpnw.com/,Electrical,"5K Electric LLC is a family-owned electrical contractor based in Spanaway, WA, specializing in residential and commercial electrical services, including panel upgrades and Tesla charger installations.","Residential Electrical Services, Commercial Electrical Services, Panel Upgrades, Tesla Charger Installations, Electrical Safety Inspections, Generator Installation and Maintenance",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:50:38.319461,,2025-07-22 23:37:37.330647
7 BRIDGES CONSTRUCTION LLC,7BRIDBC888QF,CONSTRUCTION CONTRACTOR,22829 FRANKLIN RD,,MOUNT VERNON,WA,98273,(360) 391-3983,"PROUTY, SEAN PAUL",https://7bridgesconstruction.com/,Handyman,"7 Bridges Construction LLC offers a range of construction services including new construction, remodeling, and handyman services in Mount Vernon, WA.","New Construction, Remodeling, Handyman Services, Deck Installation and Repair, Window Installation, Door Repair and Installation",0.79,0.75,0.85,,completed,pending_review,2025-07-24 04:50:55.626256,,2025-07-22 23:37:37.330647
7K CONSTRUCTION & REMODEL LLC,7KCONCR760JZ,CONSTRUCTION CONTRACTOR,3912 125TH ST NW,,GIG HARBOR,WA,98332,(253) 228-4293,"CHETH, KAHL SAVEN",https://7k-construction.com/,Remodeling,"7K Construction & Remodel LLC specializes in expert construction services for custom homes and remodels, focusing on delivering exceptional results.","Design and Planning, Project Management, Construction, Post-Construction Maintenance",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:51:15.615689,,2025-07-22 23:37:37.330647
A & A APPLIANCE SERVICE INC,APPLI*A881K5,CONSTRUCTION CONTRACTOR,PO BOX 1247,,PORT ANGELES,WA,98362,(360) 457-9875,"WATKINS, ROBERT J",https://allappliancepro.com/washington/port-angeles/appliance-refrigeration-service,Appliance Repair,"A & A Appliance Service Inc provides appliance repair services in Port Angeles, Washington, specializing in various household appliances.","Refrigerator Repair, Freezer Repair, Washing Machine Repair, Dishwasher Repair, Dryer Repair, Oven Repair, Microwave Oven Repair, Stove and Gas Range Repair, Ice Maker Repair",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:51:44.333337,,2025-07-22 23:37:37.330647
A & A APPLIANCE SERVICE INC,APPLI*A844LC,ELECTRICAL CONTRACTOR,PO BOX 1247,,PORT ANGELES,WA,98362,(360) 457-9875,"WATKINS, ROBERT J",https://allappliancepro.com/washington/port-angeles/appliance-refrigeration-service,Electrical,"A & A Appliance Service Inc specializes in appliance repair services in Port Angeles, WA, offering expertise in various household appliances.","Refrigerator Repair, Washing Machine Repair, Dishwasher Repair, Dryer Repair, Oven Repair, Microwave Oven Repair, Stove and Gas Range Repair, Ice Maker Repair",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:51:38.204154,,2025-07-22 23:37:37.330647
A & B PLUMBING & DRAIN LLC,BPLUMBP780QM,PLUMBING CONTRACTOR,13610 108TH AVE CT E,,PUYALLUP,WA,98374,(253) 797-7735,"ARMIN, AMAN",https://www.abplumbinganddrain.com/,Plumbing,"A&B Plumbing and Drain LLC is a plumbing contractor based in Puyallup, WA, offering 24/7 emergency plumbing services for both residential and commercial clients.","Emergency Plumbing Services, Drain Cleaning and Repairs, Commercial Plumbing, Residential Plumbing",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:52:08.970423,,2025-07-22 23:37:37.330647
A & C GLASS,CGLASCG953O3,CONSTRUCTION CONTRACTOR,19628 144th Ave NE SUITE C,,WOODINVILLE,WA,98072,(425) 489-4050,"JAMES, CHRISTINE A",https://aandcglass.com/,Windows & Doors,"A & C Glass is a commercial glass company serving the Puget Sound area in Washington state, specializing in new installations and repairs of glass, storefronts, and building entrances.","New Installations, Replacements, Repairs, Window Leak Repairs, Window Coating",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:52:15.555595,,2025-07-22 23:37:37.330647
A & E CONTRACTORS LLC,ECONTEC822K2,CONSTRUCTION CONTRACTOR,10019 NE 59TH ST,,VANCOUVER,WA,98662,(360) 784-0251,"PABLO, EDGAR ARTURO",https://www.aesidingspecialists.com/,Siding,"A & E Contractors is a locally owned and operated home improvement company specializing in siding installation, repair, and other exterior home services in Vancouver, WA.","Siding Installation, Siding Repair, Window Installation, Roofing, Painting, Deck Installation, Patio Covers",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:52:24.382009,,2025-07-22 23:37:37.330647
A & H SEPTIC SYS MATERIALS INC,AHSEPSM090JA,CONSTRUCTION CONTRACTOR,PO BOX 1328,,FALL CITY,WA,98024,(425) 222-5388,"HERNDON, TERRI ANN",https://aandhseptic.com/,Septic Systems,"A&H Septic Systems and Materials, Inc. is a family-owned business specializing in septic system installation and site work, serving the Snoqualmie Valley and King County for over 30 years.","Septic System Installation, Excavation and Site Work, Drain Field Installation, Land Clearing, Utility Trenching",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:52:50.735202,,2025-07-22 23:37:37.330647
A 2 Z HANDYMAN SERVICE,2ZHAN2Z848L3,CONSTRUCTION CONTRACTOR,P.O. Box 2082,,FERNDALE,WA,98248,(360) 319-8106,"Lade, Timothy Ira",https://a2zhandyman.net/,Handyman,"A2Z Handyman Service is a locally owned and operated business in Ferndale, WA, offering quality handyman work with a focus on affordable pricing and customer satisfaction.","Door Installation, Window Installation, Shower Door Installation, Bathroom Repairs, Interior/Exterior Home Repair, Carpentry",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:53:54.101078,,2025-07-22 23:37:37.330647
A ADVANCED SEPTIC SERVICES INC,ADVANSS936PA,CONSTRUCTION CONTRACTOR,1602 West Valley Hwy S,,Auburn,WA,98001,(253) 435-9999,"GUNIA, JOERG A",https://aadvancedservices.com/,Septic Services,"A Advanced Septic Services Inc specializes in septic system installation, maintenance, and repair services in Auburn, WA and surrounding areas.","Septic Tank Pumping, Drainfield Services, Drain Cleaning, Electrical Installation and Repair, Civil Construction",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:54:09.412731,,2025-07-22 23:37:37.330647
A B PLUMBING LLC,BPLUMBP752JS,PLUMBING CONTRACTOR,PO BOX 647,,MCKENNA,WA,98558,(360) 481-5520,"BOSTWICK, ANDREW MICHAEL",http://www.ezwaterheater.com/states/wa/plumbersWA.html,Plumbing,"A B Plumbing LLC is a plumbing contractor based in McKenna, WA, providing various plumbing services.",,0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:54:16.327425,,2025-07-22 23:37:37.330647
A C ELECTRIC SERVICE INC,ACELESI025DF,ELECTRICAL CONTRACTOR,804 W MEEKER ST STE 102,,KENT,WA,98032,(253) 852-0225,"Paquette, Ryan T",https://mschelps.org/gethelp/energy/,Electrical,"A C Electric Service Inc is an electrical contractor based in Kent, WA, providing various electrical services.",,0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:54:57.764008,,2025-07-22 23:37:37.330647
A C PAVING NORTHWEST INC,ACPAVNI990MW,CONSTRUCTION CONTRACTOR,PO BOX 1174,,NORTH BEND,WA,98045,(425) 888-1700,"BORANIAN, ANNA",https://acpavingnorthwest.com/asphalt-wheel-stop-installation/,Concrete,"AC Paving Northwest, Inc. provides asphalt wheel stop installation & repair services to the greater Seattle, WA region, focusing on both residential and commercial clients.","Asphalt Repair, Paving, Patching, Wheel Stop Installation",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:55:01.279463,,2025-07-22 23:37:37.330647
A CLEAN STREAK,CLEANCS851PA,CONSTRUCTION CONTRACTOR,PO BOX 683,,OAK HARBOR,WA,98277,(360) 395-5748,"TURNER, BRIAN JAMES",https://acleanstreak.com/,Windows & Doors,"A Clean Streak offers expert window cleaning, pressure washing, roof & gutter cleaning in Oak Harbor & Whidbey Island.","Window Cleaning, Pressure Washing, Roof Cleaning, Gutter Cleaning",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:55:09.592855,,2025-07-22 23:37:37.330647
A G INSULATION LLC,AGINSIL760OC,CONSTRUCTION CONTRACTOR,3598 E J ST,,TACOMA,WA,98404,(253) 355-3963,"ALCAZAR GAMBOA, ERICK ADRIAN",https://aginsulationllc.com/,Insulation,"A G Insulation LLC offers expert insulation services in Tacoma, Washington, with a focus on enhancing energy efficiency and comfort for both residential and commercial clients.","Residential Insulation, Commercial Insulation, Energy Efficiency Upgrades, Duct Repair/Seal, Attic & Crawlspace Clean Out, Vapor Barrier Installation",0.66,0.50,0.90,,completed,pending_review,2025-07-24 04:55:53.333553,,2025-07-22 23:37:37.330647
A GOOD PAINTER LLC,GOODPGP815RJ,CONSTRUCTION CONTRACTOR,"1015 6th St, Suite 105",,ANACORTES,WA,98221,(360) 941-3521,"SYLVIA, GAELAN FRANCIS",https://agoodpainterco.com/,Painting,"A Good Painter LLC is a premier painting company in Anacortes, WA, specializing in both residential and commercial painting services.","Interior Painting, Exterior Painting, Residential Painting, Commercial Painting",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:55:57.405138,,2025-07-22 23:37:37.330647
A J B LANDSCAPE & FENCE LLC,AJBLALF763MN,CONSTRUCTION CONTRACTOR,9625 CASE RD SW,,OLYMPIA,WA,98512,(360) 789-3707,"COTE, MAEGAN KRISTIN",https://www.ajbservice.com/,Landscaping,"AJB Landscaping & Fence is a family-owned and operated contractor specializing in fencing and landscaping services in the Olympia area, focusing on quality workmanship and customer satisfaction.","Fence Installation, Paver Installation, Retaining Walls, Sod and Turf Installation, Landscaping Services",0.70,0.50,1.00,,completed,pending_review,2025-07-24 04:56:16.505436,,2025-07-22 23:37:37.460889
A J RICHARDSON CONST INC,AJRICCI984OR,CONSTRUCTION CONTRACTOR,3688 Edwards Drive,,GIG HARBOR,WA,98335,(206) 383-5050,"RICHARDSON, ALAN",http://www.aj-richardson.com/,General Contracting,"AJ Richardson Construction, Inc. is a full-service contractor based in Gig Harbor, WA, specializing in project management and construction services throughout the Pacific Northwest.","Project Management, Tenant Improvements, Complete Remodels, Decor Upgrades, Construction Maintenance",0.62,0.50,0.80,,completed,pending_review,2025-07-24 04:56:24.703003,,2025-07-22 23:37:37.460889
